date,country,population_total,state,population_per_state,one_shot_perc,one_shot_daily,one_shot_total,two_shot_perc,two_shot_daily,two_shot_total,three_shot_perc,three_shot_daily,three_shot_total
2021-11-27,Brazil,203070494,Santa Catarina,7610361,0.7828,2133,5957354,0.6328,12750,4816189,0.0012,5,9307
2021-11-28,Brazil,203070494,Santa Catarina,7610361,0.7828,98,5957452,0.6331,2274,4818463,0.0012,0,9307
2021-11-29,Brazil,203070494,Santa Catarina,7610361,0.7834,4321,5961773,0.6359,20914,4839377,0.0012,8,9315
2021-11-30,Brazil,203070494,Santa Catarina,7610361,0.7841,5349,5967122,0.6388,22184,4861561,0.0012,26,9341
2021-12-01,Brazil,203070494,Santa Catarina,7610361,0.7847,4643,5971765,0.6412,18082,4879643,0.0012,33,9374
2021-12-02,Brazil,203070494,Santa Catarina,7610361,0.7852,4202,5975967,0.6437,18802,4898445,0.0012,4,9378
2021-12-03,Brazil,203070494,Santa Catarina,7610361,0.7859,5017,5980984,0.6460,17917,4916362,0.0012,76,9454
2021-12-04,Brazil,203070494,Santa Catarina,7610361,0.7861,1696,5982680,0.6469,6650,4923012,0.0012,31,9485
2021-12-05,Brazil,203070494,Santa Catarina,7610361,0.7861,64,5982744,0.6470,790,4923802,0.0012,0,9485
2021-12-06,Brazil,203070494,Santa Catarina,7610361,0.7867,4394,5987138,0.6490,15297,4939099,0.0012,19,9504
2021-12-07,Brazil,203070494,Santa Catarina,7610361,0.7873,4286,5991424,0.6510,15255,4954354,0.0012,7,9511
2021-12-08,Brazil,203070494,Santa Catarina,7610361,0.7878,3909,5995333,0.6531,15763,4970117,0.0012,0,9511
2021-12-09,Brazil,203070494,Santa Catarina,7610361,0.7883,3668,5999001,0.6547,12713,4982830,0.0013,2,9513
2021-12-10,Brazil,203070494,Santa Catarina,7610361,0.7887,3651,6002652,0.6566,14022,4996852,0.0013,62,9575
2021-12-11,Brazil,203070494,Santa Catarina,7610361,0.7891,2548,6005200,0.6576,7894,5004746,0.0013,33,9608
2021-12-12,Brazil,203070494,Santa Catarina,7610361,0.7891,161,6005361,0.6577,890,5005636,0.0013,0,9608
2021-12-13,Brazil,203070494,Santa Catarina,7610361,0.7895,3215,6008576,0.6594,12599,5018235,0.0013,105,9713
2021-12-14,Brazil,203070494,Santa Catarina,7610361,0.7900,3711,6012287,0.6613,14270,5032505,0.0013,36,9749
2021-12-15,Brazil,203070494,Santa Catarina,7610361,0.7904,3212,6015499,0.6629,12030,5044535,0.0013,17,9766
2021-12-16,Brazil,203070494,Santa Catarina,7610361,0.7909,3182,6018681,0.6645,12912,5057447,0.0013,29,9795
2021-12-17,Brazil,203070494,Santa Catarina,7610361,0.7912,2869,6021550,0.6663,13603,5071050,0.0013,106,9901
2021-12-18,Brazil,203070494,Santa Catarina,7610361,0.7913,780,6022330,0.6669,4544,5075594,0.0013,0,9901
2021-12-19,Brazil,203070494,Santa Catarina,7610361,0.7913,89,6022419,0.6670,573,5076167,0.0013,0,9901
2021-12-20,Brazil,203070494,Santa Catarina,7610361,0.7916,1953,6024372,0.6683,9895,5086062,0.0013,45,9946
2021-12-21,Brazil,203070494,Santa Catarina,7610361,0.7919,2068,6026440,0.6696,9774,5095836,0.0013,99,10045
2021-12-22,Brazil,203070494,Santa Catarina,7610361,0.7921,1646,6028086,0.6708,9316,5105152,0.0013,72,10117
2021-12-23,Brazil,203070494,Santa Catarina,7610361,0.7923,1428,6029514,0.6716,5999,5111151,0.0013,68,10185
2021-12-24,Brazil,203070494,Santa Catarina,7610361,0.7923,44,6029558,0.6716,198,5111349,0.0013,0,10185
2021-12-25,Brazil,203070494,Santa Catarina,7610361,0.7923,2,6029560,0.6716,28,5111377,0.0013,0,10185
2021-12-26,Brazil,203070494,Santa Catarina,7610361,0.7923,1,6029561,0.6716,5,5111382,0.0013,0,10185
2021-12-27,Brazil,203070494,Santa Catarina,7610361,0.7924,913,6030474,0.6721,3916,5115298,0.0013,30,10215
2021-12-28,Brazil,203070494,Santa Catarina,7610361,0.7926,1183,6031657,0.6727,4540,5119838,0.0014,61,10276
2021-12-29,Brazil,203070494,Santa Catarina,7610361,0.7927,1127,6032784,0.6733,4116,5123954,0.0014,35,10311
2021-12-30,Brazil,203070494,Santa Catarina,7610361,0.7928,721,6033505,0.6737,3310,5127264,0.0014,23,10334
2021-12-31,Brazil,203070494,Santa Catarina,7610361,0.7928,30,6033535,0.6737,76,5127340,0.0014,0,10334
2021-01-03,Brazil,203070494,Sergipe,2210004,0.0000,0,0,0.0000,1,1,0.0000,0,0
2021-01-12,Brazil,203070494,Sergipe,2210004,0.0000,1,1,0.0000,0,1,0.0000,0,0
2021-01-14,Brazil,203070494,Sergipe,2210004,0.0000,1,2,0.0000,0,1,0.0000,0,0
2021-01-17,Brazil,203070494,Sergipe,2210004,0.0000,9,11,0.0000,3,4,0.0000,0,0
2021-01-18,Brazil,203070494,Sergipe,2210004,0.0000,25,36,0.0000,3,7,0.0000,0,0
2021-01-19,Brazil,203070494,Sergipe,2210004,0.0004,809,845,0.0000,0,7,0.0000,0,0
2021-01-20,Brazil,203070494,Sergipe,2210004,0.0020,3573,4418,0.0000,4,11,0.0000,0,0
2021-01-21,Brazil,203070494,Sergipe,2210004,0.0037,3671,8089,0.0000,1,12,0.0000,0,0
2021-01-22,Brazil,203070494,Sergipe,2210004,0.0048,2409,10498,0.0000,9,21,0.0000,0,0
2021-01-23,Brazil,203070494,Sergipe,2210004,0.0048,168,10666,0.0000,1,22,0.0000,0,0
2021-01-24,Brazil,203070494,Sergipe,2210004,0.0048,13,10679,0.0000,1,23,0.0000,0,0
2021-01-25,Brazil,203070494,Sergipe,2210004,0.0059,2451,13130,0.0000,1,24,0.0000,0,0
2021-01-26,Brazil,203070494,Sergipe,2210004,0.0070,2435,15565,0.0000,3,27,0.0000,0,0
2021-01-27,Brazil,203070494,Sergipe,2210004,0.0079,1824,17389,0.0000,2,29,0.0000,0,0
2021-01-28,Brazil,203070494,Sergipe,2210004,0.0085,1440,18829,0.0000,3,32,0.0000,0,0
2021-01-29,Brazil,203070494,Sergipe,2210004,0.0091,1320,20149,0.0000,1,33,0.0000,0,0
2021-01-30,Brazil,203070494,Sergipe,2210004,0.0091,18,20167,0.0000,1,34,0.0000,0,0
2021-01-31,Brazil,203070494,Sergipe,2210004,0.0091,9,20176,0.0000,0,34,0.0000,0,0
2021-02-01,Brazil,203070494,Sergipe,2210004,0.0096,1068,21244,0.0000,0,34,0.0000,0,0
2021-02-02,Brazil,203070494,Sergipe,2210004,0.0104,1699,22943,0.0000,6,40,0.0000,0,0
2021-02-03,Brazil,203070494,Sergipe,2210004,0.0111,1628,24571,0.0000,30,70,0.0000,0,0
2021-02-04,Brazil,203070494,Sergipe,2210004,0.0118,1527,26098,0.0000,21,91,0.0000,0,0
2021-02-05,Brazil,203070494,Sergipe,2210004,0.0123,1101,27199,0.0001,24,115,0.0000,0,0
2021-02-06,Brazil,203070494,Sergipe,2210004,0.0132,1876,29075,0.0001,12,127,0.0000,0,0
2021-02-07,Brazil,203070494,Sergipe,2210004,0.0132,32,29107,0.0001,1,128,0.0000,0,0
2021-02-08,Brazil,203070494,Sergipe,2210004,0.0135,723,29830,0.0001,39,167,0.0000,0,0
2021-02-09,Brazil,203070494,Sergipe,2210004,0.0138,698,30528,0.0003,491,658,0.0000,0,0
2021-02-10,Brazil,203070494,Sergipe,2210004,0.0150,2676,33204,0.0015,2696,3354,0.0000,0,0
2021-02-11,Brazil,203070494,Sergipe,2210004,0.0164,3109,36313,0.0030,3292,6646,0.0000,0,0
2021-02-12,Brazil,203070494,Sergipe,2210004,0.0175,2326,38639,0.0042,2568,9214,0.0000,0,0
2021-02-13,Brazil,203070494,Sergipe,2210004,0.0179,837,39476,0.0042,161,9375,0.0000,0,0
2021-02-14,Brazil,203070494,Sergipe,2210004,0.0179,29,39505,0.0042,12,9387,0.0000,0,0
2021-02-15,Brazil,203070494,Sergipe,2210004,0.0183,969,40474,0.0048,1143,10530,0.0000,0,0
2021-02-16,Brazil,203070494,Sergipe,2210004,0.0186,574,41048,0.0052,958,11488,0.0000,0,0
2021-02-17,Brazil,203070494,Sergipe,2210004,0.0188,519,41567,0.0058,1393,12881,0.0000,0,0
2021-02-18,Brazil,203070494,Sergipe,2210004,0.0192,941,42508,0.0074,3563,16444,0.0000,0,0
2021-02-19,Brazil,203070494,Sergipe,2210004,0.0196,916,43424,0.0082,1747,18191,0.0000,0,0
2021-02-20,Brazil,203070494,Sergipe,2210004,0.0197,105,43529,0.0083,125,18316,0.0000,0,0
2021-02-21,Brazil,203070494,Sergipe,2210004,0.0197,15,43544,0.0083,8,18324,0.0000,0,0
2021-02-22,Brazil,203070494,Sergipe,2210004,0.0201,815,44359,0.0087,911,19235,0.0000,0,0
2021-02-23,Brazil,203070494,Sergipe,2210004,0.0204,626,44985,0.0092,1098,20333,0.0000,0,0
2021-02-24,Brazil,203070494,Sergipe,2210004,0.0206,498,45483,0.0098,1241,21574,0.0000,0,0
2021-02-25,Brazil,203070494,Sergipe,2210004,0.0208,441,45924,0.0100,628,22202,0.0000,0,0
2021-02-26,Brazil,203070494,Sergipe,2210004,0.0210,403,46327,0.0102,447,22649,0.0000,0,0
2021-02-27,Brazil,203070494,Sergipe,2210004,0.0210,35,46362,0.0103,43,22692,0.0000,0,0
2021-02-28,Brazil,203070494,Sergipe,2210004,0.0210,6,46368,0.0103,5,22697,0.0000,0,0
2021-03-01,Brazil,203070494,Sergipe,2210004,0.0211,284,46652,0.0105,523,23220,0.0000,0,0
2021-03-02,Brazil,203070494,Sergipe,2210004,0.0237,5692,52344,0.0108,627,23847,0.0000,0,0
2021-03-03,Brazil,203070494,Sergipe,2210004,0.0261,5345,57689,0.0114,1410,25257,0.0000,0,0
2021-03-04,Brazil,203070494,Sergipe,2210004,0.0294,7232,64921,0.0120,1271,26528,0.0000,0,0
2021-03-05,Brazil,203070494,Sergipe,2210004,0.0325,6943,71864,0.0126,1293,27821,0.0000,0,0
2021-03-06,Brazil,203070494,Sergipe,2210004,0.0335,2103,73967,0.0127,300,28121,0.0000,0,0
2021-03-07,Brazil,203070494,Sergipe,2210004,0.0337,457,74424,0.0127,4,28125,0.0000,0,0
2021-03-08,Brazil,203070494,Sergipe,2210004,0.0352,3403,77827,0.0131,895,29020,0.0000,0,0
2021-03-09,Brazil,203070494,Sergipe,2210004,0.0379,5922,83749,0.0135,867,29887,0.0000,0,0
2021-03-10,Brazil,203070494,Sergipe,2210004,0.0395,3478,87227,0.0138,543,30430,0.0000,0,0
2021-03-11,Brazil,203070494,Sergipe,2210004,0.0405,2334,89561,0.0140,502,30932,0.0000,0,0
2021-03-12,Brazil,203070494,Sergipe,2210004,0.0421,3574,93135,0.0142,410,31342,0.0000,0,0
2021-03-13,Brazil,203070494,Sergipe,2210004,0.0427,1193,94328,0.0142,21,31363,0.0000,0,0
2021-03-14,Brazil,203070494,Sergipe,2210004,0.0427,5,94333,0.0142,27,31390,0.0000,0,0
2021-03-15,Brazil,203070494,Sergipe,2210004,0.0442,3396,97729,0.0145,738,32128,0.0000,0,0
2021-03-16,Brazil,203070494,Sergipe,2210004,0.0452,2245,99974,0.0147,380,32508,0.0000,0,0
2021-03-17,Brazil,203070494,Sergipe,2210004,0.0457,961,100935,0.0148,223,32731,0.0000,0,0
2021-03-18,Brazil,203070494,Sergipe,2210004,0.0461,872,101807,0.0149,233,32964,0.0000,0,0
2021-03-19,Brazil,203070494,Sergipe,2210004,0.0478,3754,105561,0.0150,291,33255,0.0000,0,0
2021-03-20,Brazil,203070494,Sergipe,2210004,0.0485,1599,107160,0.0151,10,33265,0.0000,0,0
2021-03-21,Brazil,203070494,Sergipe,2210004,0.0485,93,107253,0.0151,5,33270,0.0000,0,0
2021-03-22,Brazil,203070494,Sergipe,2210004,0.0511,5670,112923,0.0153,483,33753,0.0000,0,0
2021-03-23,Brazil,203070494,Sergipe,2210004,0.0539,6139,119062,0.0161,1734,35487,0.0000,0,0
2021-03-24,Brazil,203070494,Sergipe,2210004,0.0590,11400,130462,0.0168,1688,37175,0.0000,0,0
2021-03-25,Brazil,203070494,Sergipe,2210004,0.0643,11685,142147,0.0177,1878,39053,0.0000,0,0
2021-03-26,Brazil,203070494,Sergipe,2210004,0.0687,9776,151923,0.0185,1772,40825,0.0000,0,0
2021-03-27,Brazil,203070494,Sergipe,2210004,0.0702,3184,155107,0.0188,633,41458,0.0000,0,0
2021-03-28,Brazil,203070494,Sergipe,2210004,0.0709,1630,156737,0.0188,65,41523,0.0000,0,0
2021-03-29,Brazil,203070494,Sergipe,2210004,0.0747,8436,165173,0.0195,1653,43176,0.0000,0,0
2021-03-30,Brazil,203070494,Sergipe,2210004,0.0819,15920,181093,0.0209,2917,46093,0.0000,0,0
2021-03-31,Brazil,203070494,Sergipe,2210004,0.0871,11427,192520,0.0222,2967,49060,0.0000,0,0
2021-04-01,Brazil,203070494,Sergipe,2210004,0.0884,2882,195402,0.0226,934,49994,0.0000,0,0
2021-04-02,Brazil,203070494,Sergipe,2210004,0.0899,3316,198718,0.0231,1165,51159,0.0000,0,0
2021-04-03,Brazil,203070494,Sergipe,2210004,0.0912,2888,201606,0.0235,776,51935,0.0000,0,0
2021-04-04,Brazil,203070494,Sergipe,2210004,0.0918,1223,202829,0.0236,138,52073,0.0000,0,0
2021-04-05,Brazil,203070494,Sergipe,2210004,0.0951,7378,210207,0.0255,4183,56256,0.0000,0,0
2021-04-06,Brazil,203070494,Sergipe,2210004,0.0994,9502,219709,0.0266,2523,58779,0.0000,0,0
2021-04-07,Brazil,203070494,Sergipe,2210004,0.1039,10018,229727,0.0273,1514,60293,0.0000,0,0
2021-04-08,Brazil,203070494,Sergipe,2210004,0.1064,5409,235136,0.0280,1510,61803,0.0000,0,0
2021-04-09,Brazil,203070494,Sergipe,2210004,0.1083,4203,239339,0.0295,3454,65257,0.0000,0,0
2021-04-10,Brazil,203070494,Sergipe,2210004,0.1091,1694,241033,0.0299,878,66135,0.0000,0,0
2021-04-11,Brazil,203070494,Sergipe,2210004,0.1102,2553,243586,0.0300,78,66213,0.0000,0,0
2021-04-12,Brazil,203070494,Sergipe,2210004,0.1142,8848,252434,0.0322,4980,71193,0.0000,0,0
2021-04-13,Brazil,203070494,Sergipe,2210004,0.1189,10296,262730,0.0347,5562,76755,0.0000,0,0
2021-04-14,Brazil,203070494,Sergipe,2210004,0.1216,6049,268779,0.0389,9176,85931,0.0000,0,0
2021-04-15,Brazil,203070494,Sergipe,2210004,0.1231,3180,271959,0.0437,10582,96513,0.0000,0,0
2021-04-16,Brazil,203070494,Sergipe,2210004,0.1240,1989,273948,0.0468,6902,103415,0.0000,0,0
2021-04-17,Brazil,203070494,Sergipe,2210004,0.1244,994,274942,0.0476,1749,105164,0.0000,0,0
2021-04-18,Brazil,203070494,Sergipe,2210004,0.1256,2579,277521,0.0481,1055,106219,0.0000,0,0
2021-04-19,Brazil,203070494,Sergipe,2210004,0.1289,7357,284878,0.0514,7282,113501,0.0000,0,0
2021-04-20,Brazil,203070494,Sergipe,2210004,0.1323,7524,292402,0.0566,11524,125025,0.0000,0,0
2021-04-21,Brazil,203070494,Sergipe,2210004,0.1331,1702,294104,0.0579,2946,127971,0.0000,0,0
2021-04-22,Brazil,203070494,Sergipe,2210004,0.1352,4782,298886,0.0609,6601,134572,0.0000,0,0
2021-04-23,Brazil,203070494,Sergipe,2210004,0.1365,2831,301717,0.0616,1556,136128,0.0000,0,0
2021-04-24,Brazil,203070494,Sergipe,2210004,0.1376,2457,304174,0.0618,353,136481,0.0000,0,0
2021-04-25,Brazil,203070494,Sergipe,2210004,0.1378,290,304464,0.0618,47,136528,0.0000,0,0
2021-04-26,Brazil,203070494,Sergipe,2210004,0.1408,6803,311267,0.0627,1939,138467,0.0000,0,0
2021-04-27,Brazil,203070494,Sergipe,2210004,0.1433,5322,316589,0.0636,2149,140616,0.0000,0,0
2021-04-28,Brazil,203070494,Sergipe,2210004,0.1450,3934,320523,0.0644,1678,142294,0.0000,0,0
2021-04-29,Brazil,203070494,Sergipe,2210004,0.1462,2610,323133,0.0648,895,143189,0.0000,0,0
2021-04-30,Brazil,203070494,Sergipe,2210004,0.1471,1933,325066,0.0652,927,144116,0.0000,0,0
2021-05-01,Brazil,203070494,Sergipe,2210004,0.1472,292,325358,0.0653,237,144353,0.0000,0,0
2021-05-02,Brazil,203070494,Sergipe,2210004,0.1473,237,325595,0.0653,56,144409,0.0000,0,0
2021-05-03,Brazil,203070494,Sergipe,2210004,0.1484,2388,327983,0.0662,1927,146336,0.0000,0,0
2021-05-04,Brazil,203070494,Sergipe,2210004,0.1499,3247,331230,0.0681,4140,150476,0.0000,0,0
2021-05-05,Brazil,203070494,Sergipe,2210004,0.1518,4154,335384,0.0695,3161,153637,0.0000,0,0
2021-05-06,Brazil,203070494,Sergipe,2210004,0.1538,4531,339915,0.0700,990,154627,0.0000,0,0
2021-05-07,Brazil,203070494,Sergipe,2210004,0.1560,4871,344786,0.0709,2100,156727,0.0000,0,0
2021-05-08,Brazil,203070494,Sergipe,2210004,0.1565,1084,345870,0.0710,180,156907,0.0000,0,0
2021-05-09,Brazil,203070494,Sergipe,2210004,0.1567,395,346265,0.0710,25,156932,0.0000,0,0
2021-05-10,Brazil,203070494,Sergipe,2210004,0.1588,4721,350986,0.0722,2576,159508,0.0000,0,0
2021-05-11,Brazil,203070494,Sergipe,2210004,0.1618,6494,357480,0.0743,4590,164098,0.0000,0,0
2021-05-12,Brazil,203070494,Sergipe,2210004,0.1644,5783,363263,0.0760,3786,167884,0.0000,0,0
2021-05-13,Brazil,203070494,Sergipe,2210004,0.1670,5729,368992,0.0777,3853,171737,0.0000,0,0
2021-05-14,Brazil,203070494,Sergipe,2210004,0.1693,5116,374108,0.0791,3183,174920,0.0000,0,0
2021-05-15,Brazil,203070494,Sergipe,2210004,0.1702,1993,376101,0.0804,2816,177736,0.0000,0,0
2021-05-16,Brazil,203070494,Sergipe,2210004,0.1708,1330,377431,0.0809,944,178680,0.0000,0,0
2021-05-17,Brazil,203070494,Sergipe,2210004,0.1735,5925,383356,0.0824,3496,182176,0.0000,0,0
2021-05-18,Brazil,203070494,Sergipe,2210004,0.1772,8344,391700,0.0838,2919,185095,0.0000,0,0
2021-05-19,Brazil,203070494,Sergipe,2210004,0.1812,8719,400419,0.0844,1471,186566,0.0000,0,0
2021-05-20,Brazil,203070494,Sergipe,2210004,0.1856,9699,410118,0.0849,983,187549,0.0000,0,0
2021-05-21,Brazil,203070494,Sergipe,2210004,0.1888,7183,417301,0.0851,416,187965,0.0000,0,0
2021-05-22,Brazil,203070494,Sergipe,2210004,0.1894,1317,418618,0.0851,81,188046,0.0000,0,0
2021-05-23,Brazil,203070494,Sergipe,2210004,0.1896,439,419057,0.0851,7,188053,0.0000,0,0
2021-05-24,Brazil,203070494,Sergipe,2210004,0.1922,5810,424867,0.0854,636,188689,0.0000,0,0
2021-05-25,Brazil,203070494,Sergipe,2210004,0.1972,11030,435897,0.0856,584,189273,0.0000,0,0
2021-05-26,Brazil,203070494,Sergipe,2210004,0.2018,10094,445991,0.0859,674,189947,0.0000,0,0
2021-05-27,Brazil,203070494,Sergipe,2210004,0.2057,8590,454581,0.0862,595,190542,0.0000,0,0
2021-05-28,Brazil,203070494,Sergipe,2210004,0.2085,6245,460826,0.0863,271,190813,0.0000,0,0
2021-05-29,Brazil,203070494,Sergipe,2210004,0.2091,1317,462143,0.0864,53,190866,0.0000,0,0
2021-05-30,Brazil,203070494,Sergipe,2210004,0.2095,793,462936,0.0864,19,190885,0.0000,0,0
2021-05-31,Brazil,203070494,Sergipe,2210004,0.2128,7353,470289,0.0868,1005,191890,0.0000,0,0
2021-06-01,Brazil,203070494,Sergipe,2210004,0.2182,12016,482305,0.0880,2513,194403,0.0000,0,0
2021-06-02,Brazil,203070494,Sergipe,2210004,0.2238,12395,494700,0.0898,4025,198428,0.0000,0,0
2021-06-03,Brazil,203070494,Sergipe,2210004,0.2251,2723,497423,0.0905,1666,200094,0.0000,0,0
2021-06-04,Brazil,203070494,Sergipe,2210004,0.2282,6975,504398,0.0919,3018,203112,0.0000,0,0
2021-06-05,Brazil,203070494,Sergipe,2210004,0.2303,4469,508867,0.0925,1295,204407,0.0000,0,0
2021-06-06,Brazil,203070494,Sergipe,2210004,0.2312,2107,510974,0.0928,620,205027,0.0000,0,0
2021-06-07,Brazil,203070494,Sergipe,2210004,0.2366,11826,522800,0.0940,2781,207808,0.0000,0,0
2021-06-08,Brazil,203070494,Sergipe,2210004,0.2432,14576,537376,0.0953,2872,210680,0.0000,0,0
2021-06-09,Brazil,203070494,Sergipe,2210004,0.2502,15514,552890,0.0964,2358,213038,0.0000,0,0
2021-06-10,Brazil,203070494,Sergipe,2210004,0.2573,15775,568665,0.0970,1415,214453,0.0000,0,0
2021-06-11,Brazil,203070494,Sergipe,2210004,0.2641,14988,583653,0.0974,778,215231,0.0000,0,0
2021-06-12,Brazil,203070494,Sergipe,2210004,0.2695,11913,595566,0.0975,242,215473,0.0000,0,0
2021-06-13,Brazil,203070494,Sergipe,2210004,0.2727,7014,602580,0.0975,63,215536,0.0000,0,0
2021-06-14,Brazil,203070494,Sergipe,2210004,0.2817,20018,622598,0.0977,407,215943,0.0000,0,0
2021-06-15,Brazil,203070494,Sergipe,2210004,0.2909,20342,642940,0.0979,338,216281,0.0000,0,0
2021-06-16,Brazil,203070494,Sergipe,2210004,0.2996,19125,662065,0.0980,369,216650,0.0000,0,0
2021-06-17,Brazil,203070494,Sergipe,2210004,0.3064,15063,677128,0.0982,263,216913,0.0000,0,0
2021-06-18,Brazil,203070494,Sergipe,2210004,0.3122,12855,689983,0.0983,251,217164,0.0000,0,0
2021-06-19,Brazil,203070494,Sergipe,2210004,0.3173,11166,701149,0.0983,42,217206,0.0000,0,0
2021-06-20,Brazil,203070494,Sergipe,2210004,0.3231,12994,714143,0.0983,33,217239,0.0000,0,0
2021-06-21,Brazil,203070494,Sergipe,2210004,0.3311,17479,731622,0.0985,384,217623,0.0000,0,0
2021-06-22,Brazil,203070494,Sergipe,2210004,0.3350,8642,740264,0.0995,2251,219874,0.0000,0,0
2021-06-23,Brazil,203070494,Sergipe,2210004,0.3359,1988,742252,0.1000,1146,221020,0.0000,0,0
2021-06-24,Brazil,203070494,Sergipe,2210004,0.3359,116,742368,0.1003,639,221659,0.0000,0,0
2021-06-25,Brazil,203070494,Sergipe,2210004,0.3364,1187,743555,0.1007,942,222601,0.0000,0,0
2021-06-26,Brazil,203070494,Sergipe,2210004,0.3413,10785,754340,0.1010,582,223183,0.0000,0,0
2021-06-27,Brazil,203070494,Sergipe,2210004,0.3449,7910,762250,0.1012,558,223741,0.0000,0,0
2021-06-28,Brazil,203070494,Sergipe,2210004,0.3514,14260,776510,0.1020,1703,225444,0.0000,0,0
2021-06-29,Brazil,203070494,Sergipe,2210004,0.3531,3756,780266,0.1026,1324,226768,0.0000,0,0
2021-06-30,Brazil,203070494,Sergipe,2210004,0.3577,10251,790517,0.1036,2192,228960,0.0000,0,0
2021-07-01,Brazil,203070494,Sergipe,2210004,0.3616,8687,799204,0.1044,1731,230691,0.0000,0,0
2021-07-02,Brazil,203070494,Sergipe,2210004,0.3663,10425,809629,0.1051,1475,232166,0.0000,0,0
2021-07-03,Brazil,203070494,Sergipe,2210004,0.3721,12798,822427,0.1053,636,232802,0.0000,0,0
2021-07-04,Brazil,203070494,Sergipe,2210004,0.3765,9552,831979,0.1059,1204,234006,0.0000,0,0
2021-07-05,Brazil,203070494,Sergipe,2210004,0.3841,16986,848965,0.1074,3437,237443,0.0000,0,0
2021-07-06,Brazil,203070494,Sergipe,2210004,0.3949,23761,872726,0.1090,3360,240803,0.0000,0,0
2021-07-07,Brazil,203070494,Sergipe,2210004,0.4025,16714,889440,0.1105,3327,244130,0.0000,0,0
2021-07-08,Brazil,203070494,Sergipe,2210004,0.4065,8820,898260,0.1110,1200,245330,0.0000,0,0
2021-07-09,Brazil,203070494,Sergipe,2210004,0.4088,5267,903527,0.1119,2048,247378,0.0000,0,0
2021-07-10,Brazil,203070494,Sergipe,2210004,0.4120,6890,910417,0.1128,1939,249317,0.0000,0,0
2021-07-11,Brazil,203070494,Sergipe,2210004,0.4129,2184,912601,0.1136,1789,251106,0.0000,0,0
2021-07-12,Brazil,203070494,Sergipe,2210004,0.4177,10556,923157,0.1162,5638,256744,0.0000,0,0
2021-07-13,Brazil,203070494,Sergipe,2210004,0.4200,4946,928103,0.1190,6354,263098,0.0000,0,0
2021-07-14,Brazil,203070494,Sergipe,2210004,0.4214,3102,931205,0.1204,2947,266045,0.0000,0,0
2021-07-15,Brazil,203070494,Sergipe,2210004,0.4221,1608,932813,0.1214,2144,268189,0.0000,0,0
2021-07-16,Brazil,203070494,Sergipe,2210004,0.4235,3222,936035,0.1221,1564,269753,0.0000,0,0
2021-07-17,Brazil,203070494,Sergipe,2210004,0.4287,11385,947420,0.1232,2604,272357,0.0000,0,0
2021-07-18,Brazil,203070494,Sergipe,2210004,0.4301,3094,950514,0.1241,1972,274329,0.0000,0,0
2021-07-19,Brazil,203070494,Sergipe,2210004,0.4354,11720,962234,0.1275,7475,281804,0.0000,0,0
2021-07-20,Brazil,203070494,Sergipe,2210004,0.4399,9851,972085,0.1307,7099,288903,0.0000,0,0
2021-07-21,Brazil,203070494,Sergipe,2210004,0.4422,5283,977368,0.1325,3885,292788,0.0000,0,0
2021-07-22,Brazil,203070494,Sergipe,2210004,0.4458,7950,985318,0.1343,4027,296815,0.0000,0,0
2021-07-23,Brazil,203070494,Sergipe,2210004,0.4543,18654,1003972,0.1356,2808,299623,0.0000,0,0
2021-07-24,Brazil,203070494,Sergipe,2210004,0.4561,3973,1007945,0.1378,4995,304618,0.0000,0,0
2021-07-25,Brazil,203070494,Sergipe,2210004,0.4567,1366,1009311,0.1385,1384,306002,0.0000,0,0
2021-07-26,Brazil,203070494,Sergipe,2210004,0.4619,11484,1020795,0.1416,6895,312897,0.0000,0,0
2021-07-27,Brazil,203070494,Sergipe,2210004,0.4647,6264,1027059,0.1449,7349,320246,0.0000,0,0
2021-07-28,Brazil,203070494,Sergipe,2210004,0.4677,6534,1033593,0.1480,6768,327014,0.0000,0,0
2021-07-29,Brazil,203070494,Sergipe,2210004,0.4705,6256,1039849,0.1497,3799,330813,0.0000,0,0
2021-07-30,Brazil,203070494,Sergipe,2210004,0.4764,12909,1052758,0.1509,2776,333589,0.0000,0,0
2021-07-31,Brazil,203070494,Sergipe,2210004,0.4781,3778,1056536,0.1516,1388,334977,0.0000,0,0
2021-08-01,Brazil,203070494,Sergipe,2210004,0.4789,1762,1058298,0.1520,950,335927,0.0000,0,0
2021-08-02,Brazil,203070494,Sergipe,2210004,0.4825,8112,1066410,0.1539,4106,340033,0.0000,0,0
2021-08-03,Brazil,203070494,Sergipe,2210004,0.4927,22561,1088971,0.1564,5669,345702,0.0000,0,0
2021-08-04,Brazil,203070494,Sergipe,2210004,0.4994,14680,1103651,0.1591,5929,351631,0.0000,0,0
2021-08-05,Brazil,203070494,Sergipe,2210004,0.5035,9149,1112800,0.1616,5609,357240,0.0000,0,0
2021-08-06,Brazil,203070494,Sergipe,2210004,0.5066,6766,1119566,0.1640,5302,362542,0.0000,0,0
2021-08-07,Brazil,203070494,Sergipe,2210004,0.5110,9743,1129309,0.1648,1612,364154,0.0000,0,0
2021-08-08,Brazil,203070494,Sergipe,2210004,0.5119,1939,1131248,0.1650,543,364697,0.0000,0,0
2021-08-09,Brazil,203070494,Sergipe,2210004,0.5171,11468,1142716,0.1677,5913,370610,0.0000,0,0
2021-08-10,Brazil,203070494,Sergipe,2210004,0.5252,17942,1160658,0.1706,6467,377077,0.0000,0,0
